Oda Sicil No,Ticari Sicil No,Şirket Türü,Mahalle Adı,İlçe Adı,Meslek Grubu Numarası,Meslek Grubu Adı,Ünvanı,Tescilli Adresi
1182561,122077,LİMİTED,BAHAR,KARABAĞLAR,30,TIBBİ CİHAZ GRUBU,2B MEDİKAL NAKLİYE KOZMETİK TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,BAHAR MAHALLESİ 2912 SK. NO:33/B BOZYAKA KARABAĞLAR/İZMİR
1518821,164507,LİMİTED,MİMAR SİNAN,KONAK,30,TIBBİ CİHAZ GRUBU,2B TIBBİ CİHAZLAR SANAYİ VE TİCARET LİMİTED ŞİRKETİ ,MİMAR SİNAN MAHALLESİ 1432 SOKAK ESER Apt. NO: 5 A KONAK / İZMİR
2295057,244966,ANONİM,KAZIMDİRİK,BORNOVA,30,TIBBİ CİHAZ GRUBU,2M MAVİ MEDİKAL SANAYİ TİCARET ANONİM ŞİRKETİ,KAZIMDİRİK MAH. 367/7 SK. NO: 14/1 İÇ KAPI NO: 101 BORNOVA / İZMİR
1550521,167684,LİMİTED,GÜNEŞLİ,KONAK,30,TIBBİ CİHAZ GRUBU,3K GRUP TIBBİ CİHAZLAR GIDA İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,GÜNEŞLİ MAH. 520/2 SK. NO: 6B KONAK / İZMİR
1962041,210173,LİMİTED,GÜZELYALI,KONAK,30,TIBBİ CİHAZ GRUBU,4 E REKLAM GIDA MEDİKAL SANAYİ VE TİCARET LİMİTED ŞİRKETİ ,GÜZELYALI MAHALLESİ MİTHATPAŞA CADDESİ NO:1028/C KONAK / İZMİR
1976531,211640,LİMİTED,HALKAPINAR,KONAK,30,TIBBİ CİHAZ GRUBU,AB TECHNİC MÜHENDİSLİK MİMARLIK İNŞAAT MEDİKAL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,HALKAPINAR MAH. 1203 SK. NO: 13 İÇ KAPI NO: 1413 KONAK / İZMİR
1318811,144943,LİMİTED,KAZIMDİRİK,BORNOVA,30,TIBBİ CİHAZ GRUBU,ABG MEDİKAL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KAZIMDİRİK MAH. ÜNİVERSİTE CAD. NO: 72 İÇ KAPI NO: 502 BORNOVA / İZMİR
1391661,152098,LİMİTED,ÇANKAYA,HATAY,30,TIBBİ CİHAZ GRUBU,ADA İŞİTME CİHAZLARI FUARCILIK TURİZM İNŞAAT EMLAK LİMİTED ŞİRKETİ - İZMİR ŞUBESİ,ÇANKAYA MAHALLESİ İNÖNÜ CAD. NO:316/Z-B HATAY / İZMİR
2193271,233450,LİMİTED,YENİMAHALLE,ÇİĞLİ,30,TIBBİ CİHAZ GRUBU,ADEL MEDİKAL SAĞLIK ÜRÜNLERİ TİCARET LİMİTED ŞİRKETİ ,YENİMAHALLE MAHALLESİ 1671/1 SK. NO: 891A ÇİĞLİ / İZMİR
1747601,188527,LİMİTED,BAHÇELİEVLER,KARŞIYAKA,30,TIBBİ CİHAZ GRUBU,ADL SAĞLIK HİZMETLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ ,BAHÇELİEVLER MAHALLESİ ANADOLU CADDESİ NO:323/10 KARŞIYAKA / İZMİR
