Oda Sicil No,Ticari Sicil No,Şirket Türü,Mahalle Adı,İlçe Adı,Meslek Grubu Numarası,Meslek Grubu Adı,Ünvanı,Tescilli Adresi
1992551,213243,LİMİTED,YUNUS EMRE,KARABAĞLAR,33,AĞIZ VE DİŞ SAĞLIĞI GRUBU,2E ÖZEL AĞIZ VE DİŞ SAĞLIĞI SAĞLIK HİZMETLERİ DANIŞMANLIK TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,YUNUS EMRE MAHALLESİ ŞEHİT PİLOT VOLKAN KOÇYİĞİT BULVARI NO:38 KARABAĞLAR / İZMİR
956681,106599,LİMİTED,TUNA,BORNOVA,33,AĞIZ VE DİŞ SAĞLIĞI GRUBU,3 S MEDİKAL TİCARET LİMİTED ŞİRKETİ,TUNA MAHALLESİ 5500/2 SK. NO: 2 -6A BORNOVA/İZMİR
2272531,241436,LİMİTED,LATİFE HANIM,KARŞIYAKA,33,AĞIZ VE DİŞ SAĞLIĞI GRUBU,3D ORTHO MEDİKAL 3D MODELLEME DANIŞMANLIK EĞİTİM SANAYİ VE TİCARET  LİMİTED ŞİRKETİ,LATİFE HANIM MAHALLESİ BAŞ PEHLİVAN KARAALİ CAD. NO:300 DAİRE:1 KARŞIYAKA / İZMİR
2294378,244276,ANONİM,ADALET,BAYRAKLI,33,AĞIZ VE DİŞ SAĞLIĞI GRUBU,3N MEDİKAL İTHALAT İHRACAT SANAYİ TİCARET ANONİM ŞİRKETİ İZMİR ŞUBESİ,ADALET MAH. 2132/2 SK. NO: 3 İÇ KAPI NO: 59 BAYRAKLI / İZMİR
1901611,204083,LİMİTED,BAHÇELİEVLER,KARŞIYAKA,33,AĞIZ VE DİŞ SAĞLIĞI GRUBU,A KLAS DİŞ PROTEZ LABORATUVAR HİZMETLERİ TİCARET LİMİTED ŞİRKETİ,BAHÇELİEVLER MAHALLESİ CEVDET BİLSAY CAD. NO: 2 A KARŞIYAKA/İZMİR
2264711,240649,LİMİTED,ADALET,BAYRAKLI,33,AĞIZ VE DİŞ SAĞLIĞI GRUBU,A1 DENTAL SAĞLIK HİZMETLERİ TURİZM İNŞAAT SANAYİ TİCARET LİMİTED ŞİRKETİ,ADALET MAH. 1586/7 SK. NO: 10A BAYRAKLI / İZMİR
2303699,253636,LİMİTED,SEYHAN,BUCA,33,AĞIZ VE DİŞ SAĞLIĞI GRUBU,AES MEDİKAL VE TIBBİ MALZEMELER SAĞLIK HİZMETLERİ SANAYİ TİCARET LİMİTED ŞİRKETİ,SEYHAN MAH. 645 SK. NO: 28 İÇ KAPI NO: 1 BUCA / İZMİR
2151741,229246,ANONİM,ALSANCAK,KONAK,33,AĞIZ VE DİŞ SAĞLIĞI GRUBU,AHM TEKNİK TIBBİ CİHAZ ORTOPEDİ VE SAĞLIK HİZMETLERİ SANAYİ TİCARET  ANONİM ŞİRKETİ,ALSANCAK MAHALLESİ ATATÜRK CAD. NO:398 DALYAN GÜMRÜK BLOK İÇ KAPI NO: 323 KONAK / İZMİR
1943851,208331,ANONİM,DOKUZ EYLÜL,GAZİEMİR,33,AĞIZ VE DİŞ SAĞLIĞI GRUBU,AKDEMİR DİŞ PROTEZ LABORATUVARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,DOKUZ EYLÜL MAHALLESİ 695 SK. NO: 7 U GAZİEMİR/İZMİR
1389981,151926,LİMİTED,ÇINARLI,KONAK,33,AĞIZ VE DİŞ SAĞLIĞI GRUBU,AKKURT MEDİKAL OTO YEDEK PARÇA MAKİNA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,ÇINARLI MAHALLESİ 1583/2 SOKAK NO:2/119 ROD-KAR Apt. KONAK / İZMİR
